(0x0008,0x0001); UL; Length to End; LengthToEnd; 1; RET
(0x0024,0x0057); CS; Test Point Normals; TestPointNormalsDataFlag; 1; 
(0x0024,0x0058); SQ; Test Point Normals; TestPointNormalsSequence; 1; 
(0x0024,0x0059); CS; Probability Normals; GlobalDeviationProbabilityNormalsFlag; 1; 
(0x0024,0x0060); US; False Positives; FalsePositivesQuantity; 1; 
(0x0024,0x0061); CS; Excessive False; ExcessiveFalsePositivesDataFlag; 1; 
(0x0024,0x0062); CS; Excessive False; ExcessiveFalsePositives; 1; 
(0x0024,0x0063); CS; Visual Field Test; VisualFieldTestNormalsFlag; 1; 
(0x0024,0x0064); SQ; Results Normals; ResultsNormalsSequence; 1; 
(0x0024,0x0065); SQ; Sensitivity; AgeCorrectedSensitivityDeviationAlgorithmSequence; 1; 
(0x0024,0x0066); FL; Global Deviation; GlobalDeviationFromNormal; 1; 
(0x0024,0x0067); SQ; Sensitivity; GeneralizedDefectSensitivityDeviationAlgorithmSequence; 1; 
(0x0024,0x0068); FL; Localized Deviation; LocalizedDeviationfromNormal; 1; 
(0x0024,0x0069); LO; Patient Reliability; PatientReliabilityIndicator; 1; 
(0x0024,0x0070); FL; Visual Field Mean; VisualFieldMeanSensitivity; 1; 
(0x0024,0x0071); FL; Global Deviation; GlobalDeviationProbability; 1; 
(0x0024,0x0072); CS; Probability Normals; LocalDeviationProbabilityNormalsFlag; 1; 
(0x0024,0x0073); FL; Localized Deviation; LocalizedDeviationProbability; 1; 
(0x0024,0x0074); CS; Fluctuation; ShortTermFluctuationCalculated; 1; 
(0x0024,0x0075); FL; Short Term; ShortTermFluctuation; 1; 
(0x0024,0x0076); CS; Fluctuation; ShortTermFluctuationProbabilityCalculated; 1; 
(0x0024,0x0077); FL; Fluctuation; ShortTermFluctuationProbability; 1; 
(0x0024,0x0078); CS; Deviation From; CorrectedLocalizedDeviationFromNormalCalculated; 1; 
(0x0024,0x0079); FL; Deviation From; CorrectedLocalizedDeviationFromNormal; 1; 
(0x0024,0x0080); CS; Deviation From; CorrectedLocalizedDeviationFromNormalProbabilityCalculated; 1; 
(0x0024,0x0081); FL; Deviation From; CorrectedLocalizedDeviationFromNormalProbability; 1; 
(0x0024,0x0083); SQ; Probability; GlobalDeviationProbabilitySequence; 1; 
(0x0024,0x0085); SQ; Probability; LocalizedDeviationProbabilitySequence; 1; 
(0x0024,0x0086); CS; Foveal Sensitivity; FovealSensitivityMeasured; 1; 
(0x0024,0x0087); FL; Foveal Sensitivity; FovealSensitivity; 1; 
(0x0024,0x0088); FL; Visual Field Test; VisualFieldTestDuration; 1; 
(0x0024,0x0089); SQ; Visual Field Test; VisualFieldTestPointSequence; 1; 
(0x0024,0x0090); FL; Visual Field Test; VisualFieldTestPointXCoordinate; 1; 
(0x0024,0x0091); FL; Visual Field Test; VisualFieldTestPointYCoordinate; 1; 
(0x0024,0x0092); FL; Sensitivity; AgeCorrectedSensitivityDeviationValue; 1; 
(0x0024,0x0093); CS; Stimulus Results; StimulusResults; 1; 
(0x0024,0x0094); FL; Sensitivity Value; SensitivityValue; 1; 
(0x0024,0x0095); CS; Retest Stimulus; RetestStimulusSeen; 1; 
(0x0024,0x0096); FL; Retest Sensitivity; RetestSensitivityValue; 1; 
(0x0024,0x0097); SQ; Point Normals; VisualFieldTestPointNormalsSequence; 1; 
(0x0024,0x0098); FL; Quantified Defect; QuantifiedDefect; 1; 
(0x0024,0x0100); FL; Sensitivity; AgeCorrectedSensitivityDeviationProbabilityValue; 1; 
(0x0024,0x0102); CS; Corrected; GeneralizedDefectCorrectedSensitivityDeviationFlag; 1; 
(0x0024,0x0103); FL; Corrected; GeneralizedDefectCorrectedSensitivityDeviationValue; 1; 
(0x0024,0x0104); FL; Sensitivity; GeneralizedDefectCorrectedSensitivityDeviationProbabilityValue; 1; 
(0x0024,0x0105); FL; Minimum Sensitivity; MinimumSensitivityValue; 1; 
(0x0024,0x0106); CS; Blind Spot; BlindSpotLocalized; 1; 
(0x0024,0x0107); FL; Blind Spot X-; BlindSpotXCoordinate; 1; 
(0x0024,0x0108); FL; Blind Spot Y-; BlindSpotYCoordinate; 1; 
(0x0024,0x0110); SQ; Measurement; VisualAcuityMeasurementSequence; 1; 
(0x0024,0x0112); SQ; Parameters Used on; RefractiveParametersUsedOnPatientSequence; 1; 
(0x0024,0x0113); CS; Measurement; MeasurementLaterality; 1; 
(0x0024,0x0114); SQ; Clinical; OphthalmicPatientClinicalInformationLeftEyeSequence; 1; 
(0x0024,0x0115); SQ; Clinical; OphthalmicPatientClinicalInformationRightEyeSequence; 1; 
(0x0024,0x0117); CS; Foveal Point; FovealPointNormativeDataFlag; 1; 
(0x0024,0x0118); FL; Foveal Point; FovealPointProbabilityValue; 1; 
(0x0024,0x0120); CS; Screening Baseline; ScreeningBaselineMeasured; 1; 
(0x0024,0x0122); SQ; Screening Baseline; ScreeningBaselineMeasuredSequence; 1; 
(0x0024,0x0124); CS; Screening Baseline; ScreeningBaselineType; 1; 
(0x0024,0x0126); FL; Screening Baseline; ScreeningBaselineValue; 1; 
(0x0024,0x0202); LO; Algorithm Source; AlgorithmSource; 1; 
(0x0024,0x0306); LO; Data Set Name; DataSetName; 1; 
(0x0024,0x0307); LO; Data Set Version; DataSetVersion; 1; 
(0x0024,0x0308); LO; Data Set Source; DataSetSource; 1; 
(0x0024,0x0309); LO; Data Set; DataSetDescription; 1; 
(0x0024,0x0317); SQ; Reliability Global; VisualFieldTestReliabilityGlobalIndexSequence; 1; 
(0x0024,0x0320); SQ; Results Index; VisualFieldGlobalResultsIndexSequence; 1; 
(0x0024,0x0325); SQ; Data Observation; DataObservationSequence; 1; 
(0x0024,0x0338); CS; Index Normals Flag; IndexNormalsFlag; 1; 
(0x0024,0x0341); FL; Index Probability; IndexProbability; 1; 
(0x0024,0x0344); SQ; Index Probability; IndexProbabilitySequence; 1; 
(0x0028,0x0002); US; Samples per Pixel; SamplesPerPixel; 1; 
(0x0028,0x0003); US; Samples per Pixel; SamplesPerPixelUsed; 1; 
(0x0028,0x0004); CS; Photometric; PhotometricInterpretation; 1; 
(0x0028,0x0005); US; Image Dimensions; ImageDimensions; 1; RET
(0x0028,0x0006); US; Planar; PlanarConfiguration; 1; 
(0x0028,0x0008); IS; Number of Frames; NumberOfFrames; 1; 
(0x0028,0x0009); AT; Frame Increment; FrameIncrementPointer; 1-; 
(0x0028,0x000A); AT; Frame Dimension; FrameDimensionPointer; 1-; 
(0x0028,0x0010); US; Rows; Rows; 1; 
(0x0028,0x0011); US; Columns; Columns; 1; 
(0x0028,0x0012); US; Planes; Planes; 1; RET
(0x0028,0x0014); US; Ultrasound Color; UltrasoundColorDataPresent; 1; 
(0x0028,0x0020); ; RET; ; (0028,0020); RET
(0x0028,0x0030); DS; Pixel Spacing; PixelSpacing; 2; 
(0x0028,0x0031); DS; Zoom Factor; ZoomFactor; 2; 
(0x0028,0x0032); DS; Zoom Center; ZoomCenter; 2; 
(0x0028,0x0034); IS; Pixel Aspect Ratio; PixelAspectRatio; 2; 
(0x0028,0x0040); CS; Image Format; ImageFormat; 1; RET
(0x0028,0x0050); LO; Manipulated Image; ManipulatedImage; 1-; RET
(0x0028,0x0051); CS; Corrected Image; CorrectedImage; 1-; 
(0x0028,0x005F); LO; Compression; CompressionRecognitionCode; 1; RET
(0x0028,0x0060); CS; Compression Code; CompressionCode; 1; RET
(0x0028,0x0061); SH; Compression; CompressionOriginator; 1; RET
(0x0028,0x0062); LO; Compression Label; CompressionLabel; 1; RET
(0x0028,0x0063); SH; Compression; CompressionDescription; 1; RET
(0x0028,0x0065); CS; Compression; CompressionSequence; 1-; RET
(0x0028,0x0066); AT; Compression Step; CompressionStepPointers; 1-; RET
(0x0028,0x0068); US; Repeat Interval; RepeatInterval; 1; RET
(0x0028,0x0069); US; Bits Grouped; BitsGrouped; 1; RET
(0x0028,0x0070); US; Perimeter Table; PerimeterTable; 1-; RET
(0x0028,0x0071); US SS; Perimeter Value; PerimeterValue; 1; RET
(0x0028,0x0080); US; Predictor Rows; PredictorRows; 1; RET
(0x0028,0x0081); US; Predictor Columns; PredictorColumns; 1; RET
(0x0028,0x0082); US; Predictor Constants; PredictorConstants; 1-; RET
(0x0028,0x0090); CS; Blocked Pixels; BlockedPixels; 1; RET
(0x0028,0x0091); US; Block Rows; BlockRows; 1; RET
(0x0028,0x0092); US; Block Columns; BlockColumns; 1; RET
(0x0028,0x0093); US; Row Overlap; RowOverlap; 1; RET
(0x0028,0x0094); US; Column Overlap; ColumnOverlap; 1; RET
(0x0028,0x0100); US; Bits Allocated; BitsAllocated; 1; 
(0x0028,0x0101); US; Bits Stored; BitsStored; 1; 
(0x0028,0x0102); US; High Bit; HighBit; 1; 
(0x0028,0x0103); US; Pixel; PixelRepresentation; 1; 
(0x0028,0x0104); US SS; Pixel Value; SmallestValidPixelValue; 1; RET
(0x0028,0x0105); US SS; Value; LargestValidPixelValue; 1; RET
(0x0028,0x0106); US SS; Pixel Value; SmallestImagePixelValue; 1; 
(0x0028,0x0107); US SS; Value; LargestImagePixelValue; 1; 
(0x0028,0x0108); US SS; Value in Series; SmallestPixelValueInSeries; 1; 
(0x0028,0x0109); US SS; in Series; LargestPixelValueInSeries; 1; 
(0x0028,0x0110); US SS; Pixel Value in; SmallestImagePixelValueInPlane; 1; RET
(0x0028,0x0111); US SS; Value in Plane; LargestImagePixelValueInPlane; 1; RET
(0x0028,0x0120); US SS; Pixel Padding Value; PixelPaddingValue; 1; 
(0x0028,0x0121); US SS; Limit; PixelPaddingRangeLimit; 1; 
(0x0028,0x0200); US; Image Location; ImageLocation; 1; RET
(0x0028,0x0300); CS; Quality Control; QualityControlImage; 1; 
(0x0028,0x0301); CS; Burned In; BurnedInAnnotation; 1; 
(0x0028,0x0302); CS; Recognizable Visual; RecognizableVisualFeatures; 1; 
(0x0028,0x0303); CS; Temporal; LongitudinalTemporalInformationModified; 1; 
(0x0028,0x0400); LO; Transform Label; TransformLabel; 1; RET
(0x0028,0x0401); LO; Transform Version; TransformVersionNumber; 1; RET
(0x0028,0x0402); US; Number of Transform; NumberOfTransformSteps; 1; RET
(0x0028,0x0403); LO; Sequence of; SequenceOfCompressedData; 1-; RET
(0x0028,0x0404); AT; Details of; DetailsOfCoefficients; 1-; RET
(0x0028,0x04x0); US; Rows For Nth Order; RowsForNthOrderCoefficients; 1; RET
(0x0028,0x04x1); US; Columns For Nth; ColumnsForNthOrderCoefficients; 1; RET
(0x0028,0x04x2); LO; Coefficient Coding; CoefficientCoding; 1-; RET
(0x0028,0x04x3); AT; Coefficient Coding; CoefficientCodingPointers; 1-; RET
(0x0028,0x0700); LO; DCT Label; DCTLabel; 1; RET
(0x0028,0x0701); CS; Data Block; DataBlockDescription; 1-; RET
(0x0028,0x0702); AT; Data Block; DataBlock; 1-; RET
(0x0028,0x0710); US; Normalization; NormalizationFactorFormat; 1; RET
(0x0028,0x0720); US; Zonal Map Number; ZonalMapNumberFormat; 1; RET
(0x0028,0x0721); AT; Zonal Map Location; ZonalMapLocation; 1-; RET
(0x0028,0x0722); US; Zonal Map Format; ZonalMapFormat; 1; RET
(0x0028,0x0730); US; Adaptive Map Format; AdaptiveMapFormat; 1; RET
(0x0028,0x0740); US; Code Number Format; CodeNumberFormat; 1; RET
(0x0028,0x08x0); CS; Code Label; CodeLabel; 1-; RET
(0x0028,0x08x2); US; Number of Tables; NumberOfTables; 1; RET
(0x0028,0x08x3); AT; Code Table Location; CodeTableLocation; 1-; RET
(0x0028,0x08x4); US; Bits For Code Word; BitsForCodeWord; 1; RET
(0x0028,0x08x8); AT; Image Data Location; ImageDataLocation; 1-; RET
(0x0028,0x0A02); CS; Pixel Spacing; PixelSpacingCalibrationType; 1; 
(0x0028,0x0A04); LO; Calibration; PixelSpacingCalibrationDescription; 1; 
(0x0028,0x1040); CS; Pixel Intensity; PixelIntensityRelationship; 1; 
(0x0028,0x1041); SS; Pixel Intensity; PixelIntensityRelationshipSign; 1; 
(0x0028,0x1050); DS; Window Center; WindowCenter; 1-; 
(0x0028,0x1051); DS; Window Width; WindowWidth; 1-; 
(0x0028,0x1052); DS; Rescale Intercept; RescaleIntercept; 1; 
(0x0028,0x1053); DS; Rescale Slope; RescaleSlope; 1; 
(0x0028,0x1054); LO; Rescale Type; RescaleType; 1; 
(0x0028,0x1055); LO; Window Center &amp;; WindowCenterWidthExplanation; 1-; 
(0x0028,0x1056); CS; VOI LUT Function; VOILUTFunction; 1; 
(0x0028,0x1080); CS; Gray Scale; GrayScale; 1; RET
(0x0028,0x1090); CS; Recommended Viewing; RecommendedViewingMode; 1; 
(0x0028,0x1100); US SS; Gray Lookup Table Descriptor; GrayLookupTableDescriptor; 3; RET
(0x0028,0x1101); US SS; Lookup Table; RedPaletteColorLookupTableDescriptor; 3; 
(0x0028,0x1102); US SS; Lookup Table; GreenPaletteColorLookupTableDescriptor; 3; 
(0x0028,0x1103); US SS; Lookup Table; BluePaletteColorLookupTableDescriptor; 3; 
(0x0028,0x1104); US; Lookup Table; AlphaPaletteColorLookupTableDescriptor; 3; 
(0x0028,0x1111); US SS; Color Lookup Table; LargeRedPaletteColorLookupTableDescriptor; 4; RET
(0x0028,0x1112); US SS; Color Lookup Table; LargeGreenPaletteColorLookupTableDescriptor; 4; RET
(0x0028,0x1113); US SS; Color Lookup Table; LargeBluePaletteColorLookupTableDescriptor; 4; RET
(0x0028,0x1199); UI; Palette Color; PaletteColorLookupTableUID; 1; 
(0x0028,0x1200); US SS OW; Data; GrayLookupTableData; n; RET
(0x0028,0x1201); OW; Red Palette Color; RedPaletteColorLookupTableData; 1; 
(0x0028,0x1202); OW; Green Palette Color; GreenPaletteColorLookupTableData; 1; 
(0x0028,0x1203); OW; Blue Palette Color; BluePaletteColorLookupTableData; 1; 
(0x0028,0x1204); OW; Alpha Palette Color; AlphaPaletteColorLookupTableData; 1; 
(0x0028,0x1211); OW; Color Lookup Table; LargeRedPaletteColorLookupTableData; 1; RET
(0x0028,0x1212); OW; Color Lookup Table; LargeGreenPaletteColorLookupTableData; 1; RET
(0x0028,0x1213); OW; Color Lookup Table; LargeBluePaletteColorLookupTableData; 1; RET
(0x0028,0x1214); UI; Large Palette Color; LargePaletteColorLookupTableUID; 1; RET
(0x0028,0x1221); OW; Palette Color; SegmentedRedPaletteColorLookupTableData; 1; 
(0x0028,0x1222); OW; Palette Color; SegmentedGreenPaletteColorLookupTableData; 1; 
(0x0028,0x1223); OW; Palette Color; SegmentedBluePaletteColorLookupTableData; 1; 
(0x0028,0x1300); CS; Breast Implant; BreastImplantPresent; 1; 
(0x0028,0x1350); CS; Partial View; PartialView; 1; 
(0x0028,0x1351); ST; Partial View; PartialViewDescription; 1; 
(0x0028,0x1352); SQ; Partial View Code; PartialViewCodeSequence; 1; 
(0x0028,0x135A); CS; Spatial Locations; SpatialLocationsPreserved; 1; 
(0x0028,0x1401); SQ; Data Frame; DataFrameAssignmentSequence; 1; 
(0x0028,0x1402); CS; Data Path; DataPathAssignment; 1; 
(0x0028,0x1403); US; Bits Mapped to; BitsMappedToColorLookupTable; 1; 
(0x0028,0x1404); SQ; Blending LUT 1; BlendingLUT1Sequence; 1; 
(0x0028,0x1405); CS; Blending LUT 1; BlendingLUT1TransferFunction; 1; 
(0x0028,0x1406); FD; Blending Weight; BlendingWeightConstant; 1; 
(0x0028,0x1407); US; Blending Lookup; BlendingLookupTableDescriptor; 3; 
(0x0028,0x1408); OW; Blending Lookup; BlendingLookupTableData; 1; 
(0x0028,0x140B); SQ; Color Lookup Table; EnhancedPaletteColorLookupTableSequence; 1; 
(0x0028,0x140C); SQ; Blending LUT 2; BlendingLUT2Sequence; 1; 
(0x0028,0x140D); CS; Blending LUT 2; BlendingLUT2TransferFunction; 1; 
(0x0028,0x140E); CS; Data Path ID; DataPathID; 1; 
(0x0028,0x140F); CS; RGB LUT Transfer; RGBLUTTransferFunction; 1; 
(0x0028,0x1410); CS; Alpha LUT Transfer; AlphaLUTTransferFunction; 1; 
(0x0028,0x2000); OB; ICC Profile; ICCProfile; 1; 
(0x0028,0x2110); CS; Lossy Image; LossyImageCompression; 1; 
(0x0028,0x2112); DS; Lossy Image; LossyImageCompressionRatio; 1-; 
(0x0028,0x2114); CS; Lossy Image; LossyImageCompressionMethod; 1-; 
(0x0028,0x3000); SQ; Modality LUT; ModalityLUTSequence; 1; 
(0x0028,0x3002); US SS; LUT Descriptor; LUTDescriptor; 3; 
(0x0028,0x3003); LO; LUT Explanation; LUTExplanation; 1; 
(0x0028,0x3004); LO; Modality LUT Type; ModalityLUTType; 1; 
(0x0028,0x3006); US OW; LUT Data; LUTData; n; 
(0x0028,0x3010); SQ; VOI LUT Sequence; VOILUTSequence; 1; 
(0x0028,0x3110); SQ; Softcopy VOI LUT; SoftcopyVOILUTSequence; 1; 
(0x0028,0x4000); LT; Image Presentation; ImagePresentationComments; 1; RET
(0x0028,0x5000); SQ; Acquisition; BiPlaneAcquisitionSequence; 1; RET
(0x0028,0x6010); US; Representative; RepresentativeFrameNumber; 1; 
(0x0028,0x6020); US; Frame Numbers of; FrameNumbersOfInterest; 1-; 
(0x0028,0x6022); LO; Frame of Interest; FrameOfInterestDescription; 1-; 
(0x0028,0x6023); CS; Frame of Interest; FrameOfInterestType; 1-; 
(0x0028,0x6030); US; Mask Pointer(s); MaskPointers; 1-; RET
(0x0028,0x6040); US; R Wave Pointer; RWavePointer; 1-; 
(0x0028,0x6100); SQ; Mask Subtraction; MaskSubtractionSequence; 1; 
(0x0028,0x6101); CS; Mask Operation; MaskOperation; 1; 
(0x0028,0x6102); US; Applicable Frame; ApplicableFrameRange; 2-; 
(0x0028,0x6110); US; Mask Frame Numbers; MaskFrameNumbers; 1-; 
(0x0028,0x6112); US; Contrast Frame; ContrastFrameAveraging; 1; 
(0x0028,0x6114); FL; Mask Sub-pixel; MaskSubPixelShift; 2; 
(0x0028,0x6120); SS; TID Offset; TIDOffset; 1; 
(0x0028,0x6190); ST; Mask Operation; MaskOperationExplanation; 1; 
(0x0028,0x7FE0); UT; Pixel Data Provider; PixelDataProviderURL; 1; 
(0x0028,0x9001); UL; Data Point Rows; DataPointRows; 1; 
(0x0028,0x9002); UL; Data Point Columns; DataPointColumns; 1; 
(0x0028,0x9003); CS; Signal Domain; SignalDomainColumns; 1; 
(0x0028,0x9099); US; Largest Monochrome; LargestMonochromePixelValue; 1; RET
(0x0028,0x9108); CS; Data Representation; DataRepresentation; 1; 
(0x0028,0x9110); SQ; Pixel Measures; PixelMeasuresSequence; 1; 
(0x0028,0x9132); SQ; Frame VOI LUT; FrameVOILUTSequence; 1; 
(0x0028,0x9145); SQ; Transformation; PixelValueTransformationSequence; 1; 
(0x0028,0x9235); CS; Signal Domain Rows; SignalDomainRows; 1; 
(0x0028,0x9411); FL; Display Filter; DisplayFilterPercentage; 1; 
(0x0028,0x9415); SQ; Frame Pixel Shift; FramePixelShiftSequence; 1; 
(0x0028,0x9416); US; Subtraction Item ID; SubtractionItemID; 1; 
(0x0028,0x9422); SQ; Relationship LUT; PixelIntensityRelationshipLUTSequence; 1; 
(0x0028,0x9443); SQ; Frame Pixel Data; FramePixelDataPropertiesSequence; 1; 
(0x0028,0x9444); CS; Geometrical; GeometricalProperties; 1; 
(0x0028,0x9445); FL; Geometric Maximum; GeometricMaximumDistortion; 1; 
(0x0028,0x9446); CS; Image Processing; ImageProcessingApplied; 1-; 
(0x0028,0x9454); CS; Mask Selection Mode; MaskSelectionMode; 1; 
(0x0028,0x9474); CS; LUT Function; LUTFunction; 1; 
(0x0028,0x9478); FL; Mask Visibility; MaskVisibilityPercentage; 1; 
(0x0028,0x9501); SQ; Pixel Shift; PixelShiftSequence; 1; 
(0x0028,0x9502); SQ; Region Pixel Shift; RegionPixelShiftSequence; 1; 
(0x0028,0x9503); SS; Vertices of the; VerticesOfTheRegion; 2-; 
(0x0028,0x9505); SQ; Presentation; MultiFramePresentationSequence; 1; 
(0x0028,0x9506); US; Pixel Shift Frame; PixelShiftFrameRange; 2-; 
(0x0028,0x9507); US; LUT Frame Range; LUTFrameRange; 2-; 
(0x0028,0x9520); DS; Image to Equipment; ImageToEquipmentMappingMatrix; 16; 
(0x0028,0x9537); CS; Coordinate System; EquipmentCoordinateSystemIdentification; 1; 
(0x0032,0x000A); CS; Study Status ID; StudyStatusID; 1; RET
(0x0032,0x000C); CS; Study Priority ID; StudyPriorityID; 1; RET
(0x0032,0x0012); LO; Study ID Issuer; StudyIDIssuer; 1; RET
(0x0032,0x0032); DA; Study Verified Date; StudyVerifiedDate; 1; RET
(0x0032,0x0033); TM; Study Verified Time; StudyVerifiedTime; 1; RET
(0x0032,0x0034); DA; Study Read Date; StudyReadDate; 1; RET
(0x0032,0x0035); TM; Study Read Time; StudyReadTime; 1; RET
(0x0032,0x1000); DA; Scheduled Study; ScheduledStudyStartDate; 1; RET
(0x0032,0x1001); TM; Scheduled Study; ScheduledStudyStartTime; 1; RET
(0x0032,0x1010); DA; Scheduled Study; ScheduledStudyStopDate; 1; RET
(0x0032,0x1011); TM; Scheduled Study; ScheduledStudyStopTime; 1; RET
(0x0032,0x1020); LO; Scheduled Study; ScheduledStudyLocation; 1; RET
(0x0032,0x1021); AE; Scheduled Study; ScheduledStudyLocationAETitle; 1-; RET
(0x0032,0x1030); LO; Reason for Study; ReasonForStudy; 1; RET
(0x0032,0x1031); SQ; Physician; RequestingPhysicianIdentificationSequence; 1; 
(0x0032,0x1032); PN; Requesting; RequestingPhysician; 1; 
(0x0032,0x1033); LO; Requesting Service; RequestingService; 1; 
(0x0032,0x1034); SQ; Requesting Service; RequestingServiceCodeSequence; 1; 
(0x0032,0x1040); DA; Study Arrival Date; StudyArrivalDate; 1; RET
(0x0032,0x1041); TM; Study Arrival Time; StudyArrivalTime; 1; RET
(0x0032,0x1050); DA; Study Completion; StudyCompletionDate; 1; RET
(0x0032,0x1051); TM; Study Completion; StudyCompletionTime; 1; RET
(0x0032,0x1055); CS; Study Component; StudyComponentStatusID; 1; RET
(0x0032,0x1060); LO; Requested Procedure; RequestedProcedureDescription; 1; 
(0x0032,0x1064); SQ; Requested Procedure; RequestedProcedureCodeSequence; 1; 
(0x0032,0x1070); LO; Requested Contrast; RequestedContrastAgent; 1; 
(0x0032,0x4000); LT; Study Comments; StudyComments; 1; RET
(0x0038,0x0004); SQ; Referenced Patient; ReferencedPatientAliasSequence; 1; 
(0x0038,0x0008); CS; Visit Status ID; VisitStatusID; 1; 
(0x0038,0x0010); LO; Admission ID; AdmissionID; 1; 
(0x0038,0x0011); LO; Issuer of Admission; IssuerOfAdmissionID; 1; RET
(0x0038,0x0014); SQ; Issuer of Admission; IssuerOfAdmissionIDSequence; 1; 
(0x0038,0x0016); LO; Route of Admissions; RouteOfAdmissions; 1; 
(0x0038,0x001A); DA; Scheduled Admission; ScheduledAdmissionDate; 1; RET
(0x0038,0x001B); TM; Scheduled Admission; ScheduledAdmissionTime; 1; RET
(0x0038,0x001C); DA; Scheduled Discharge; ScheduledDischargeDate; 1; RET
(0x0038,0x001D); TM; Scheduled Discharge; ScheduledDischargeTime; 1; RET
(0x0038,0x001E); LO; Institution; ScheduledPatientInstitutionResidence; 1; RET
(0x0038,0x0020); DA; Admitting Date; AdmittingDate; 1; 
(0x0038,0x0021); TM; Admitting Time; AdmittingTime; 1; 
(0x0038,0x0030); DA; Discharge Date; DischargeDate; 1; RET
(0x0038,0x0032); TM; Discharge Time; DischargeTime; 1; RET
(0x0038,0x0040); LO; Discharge Diagnosis; DischargeDiagnosisDescription; 1; RET
(0x0038,0x0044); SQ; Discharge Diagnosis; DischargeDiagnosisCodeSequence; 1; RET
(0x0038,0x0050); LO; Special Needs; SpecialNeeds; 1; 
(0x0038,0x0060); LO; Service Episode ID; ServiceEpisodeID; 1; 
(0x0038,0x0061); LO; Issuer of Service; IssuerOfServiceEpisodeID; 1; RET
(0x0038,0x0062); LO; Service Episode; ServiceEpisodeDescription; 1; 
(0x0038,0x0064); SQ; Issuer of Service; IssuerOfServiceEpisodeIDSequence; 1; 
